id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
16512315,"Valladares. 1 bedroom in Triana, free parking",89331773,Veoapartment,Triana,Triana Casco Antiguo,37.38455,-6.00332,Entire home/apt,107,1,107,2022-06-26,1.57,36,297,21,VFT/SE/01367
16541693,Estudio casco antiguo zona turistica free parking,108855925,Santi,Casco Antiguo,Feria,37.39758,-5.99177,Entire home/apt,600,70,234,2021-01-10,3.59,1,180,0,VFT/SE/02162
16542624,The Blue Terrace,58660255,Cristina,Casco Antiguo,San Vicente,37.394,-6.00207,Entire home/apt,120,2,79,2022-08-10,1.13,1,53,9,VFT/SE/01442
16559038,"CENTER,  together Las Setas Parasol",15440678,Macarena,Casco Antiguo,Alfalfa,37.3922,-5.993,Entire home/apt,84,2,181,2022-08-30,2.61,31,175,46,VFT/SE/01381
16568303,Apartment in a  Palace Hous Cathedral VFT/SE/01004,43465175,Antonio,Casco Antiguo,Santa Cruz,37.38757,-5.99395,Entire home/apt,77,2,70,2022-09-21,1.03,2,270,43,VFT/SE/01004
16606986,A cozy room in Triana!!,30222813,Patricia,Triana,Triana Oeste,37.38517,-6.01275,Private room,31,5,49,2020-03-04,0.72,3,51,0,VFT/SE/03961
16608540,Great Apartment at City Center,2361445,Rafael Y Pilar,Casco Antiguo,Arenal,37.38766,-5.99746,Entire home/apt,94,3,196,2022-09-18,2.84,1,336,43,VFT/SE/03160
16697232,Habitación doble con baño privado,41236931,Jose Manuel,Casco Antiguo,San Vicente,37.39578,-5.99861,Private room,60,2,44,2019-12-08,0.66,1,0,0,VFT/SE/01629
16722058,PRIVATE ROOM WITH BATHROOM + TERRACE IN THE CENTER,9464382,Thiago Y Miguel,Casco Antiguo,San Julián,37.39677,-5.98455,Private room,80,2,171,2022-05-19,2.47,10,87,3,VFT/SE/01473
16729547,ATICO DUPLEX - TERRAZA EN ZONA MONUMENTAL,3568623,Javier,Casco Antiguo,Santa Cruz,37.38617,-5.98817,Entire home/apt,88,2,309,2022-09-15,4.53,1,24,55,VFT/SE/01495
16736514,Luxury villa central Seville  swpool,45353350,Sylvia,Palmera - Bellavista,Heliópolis,37.35479,-5.98492,Entire home/apt,600,3,28,2021-07-24,0.43,1,97,0,VFT/SE/03380
16748578,Penthouse City Center 3 Bedrooms + Sunny Terrace,77678016,José Luis,Casco Antiguo,"Encarnación, Regina",37.39465,-5.98867,Entire home/apt,151,3,103,2022-09-16,1.50,1,254,20,VFT/SE/00890
16753028,Habitación privada para una persona,45344011,Gloria,San Pablo - Santa Justa,San Pablo C,37.3953,-5.96221,Private room,26,1,98,2022-09-17,1.44,2,69,33,VFT/SE/01538
16791409,Fantastic house +terrace in the center of Seville.,9228673,Home At Homes,Casco Antiguo,San Bartolomé,37.38903,-5.98973,Entire home/apt,525,3,47,2020-02-02,0.69,40,0,0,VFT/SE/04903
16805480,Apartamento Triana 1 - ALOJA SEVILLA,94842213,Jose Manuel,Triana,Barrio León,37.38013,-6.01248,Entire home/apt,58,3,90,2022-07-05,1.32,7,67,8,VFT/SE/03640
16820257,APARTAMENTO PLAZA ENCARNACIÓN-LUJO-4 PAX-WIFI,111886195,José Manuel,Casco Antiguo,Alfalfa,37.39253,-5.99104,Entire home/apt,68,3,165,2022-09-10,2.44,1,281,39,VFT/SE/08263
16822383,Chalet independiente a 5 km del centro de sevilla,55117083,Reyes,Los Remedios,Tablada,37.34293,-6.03317,Entire home/apt,394,2,30,2022-08-22,0.61,11,41,11,SE/VFT/003847
16832733,Penthouse Duplex Private Seville,3555715,Inma,Casco Antiguo,San Bartolomé,37.38871,-5.98982,Entire home/apt,173,2,207,2022-09-08,3.20,1,134,39,VFT/SE/02326
16849181,Penthouse next to Macarena's Basilica,81810887,Mariano,Casco Antiguo,San Gil,37.40354,-5.99387,Entire home/apt,64,3,92,2022-08-21,1.35,1,80,17,CTC-2017107972
16851871,Modern & stylish in the heart of Sevillas center.,9228673,Home At Homes,Casco Antiguo,Santa Cruz,37.38468,-5.98677,Entire home/apt,253,3,47,2022-09-07,0.70,40,250,22,VFT/SE/01464
16855902,Apart. diseño vistas Plaza Salvador (VFT/SE/2250),7222663,María Valme,Casco Antiguo,Alfalfa,37.39113,-5.99186,Entire home/apt,94,1,296,2022-09-16,4.30,14,106,54,VFT/SE/2250
16863781,Beautiful 1 Bedroom apartment with Terrace and views. Atico Florentin Terrace,15819228,Genteelhome,Casco Antiguo,Santa Cruz,37.38738,-5.99375,Entire home/apt,177,1,12,2022-08-18,0.18,21,160,7,VFT/SE/01380
16864012,Casa Palacio - NETFLIX - Book your parking,3647689,Pilar Y Alberto,Casco Antiguo,Feria,37.39676,-5.98792,Entire home/apt,84,2,203,2022-09-09,2.97,8,74,29,VFT/SE/01933
16890420,Lukanda Arenal Blue,54707660,Lukanda,Casco Antiguo,Arenal,37.38872,-5.99825,Entire home/apt,107,1,15,2022-07-01,0.75,29,238,2,H/SE/00671
16890576,Lukanda Arenal White,54707660,Lukanda,Casco Antiguo,Arenal,37.38893,-5.99855,Entire home/apt,96,1,9,2021-09-12,0.19,29,246,0,H/SE/00671
16903143,New apartment in Alameda de Hercules (City Center),112827111,Clara,Casco Antiguo,Feria,37.39954,-5.9932,Entire home/apt,61,1,290,2022-09-20,4.25,1,237,30,VFT/S/01338
16907189,"Cuna. 1 bedroom, private terrace",12731128,Paula,Casco Antiguo,Alfalfa,37.39095,-5.99331,Entire home/apt,128,1,66,2022-09-17,0.97,10,306,14,VFT/SE/00049
16909943,"Santa Cruz Terrace. 1 bedroom, private terrace",12731128,Paula,Casco Antiguo,Santa Cruz,37.38556,-5.99021,Entire home/apt,131,1,102,2022-07-21,1.49,10,249,17,VFT/SE/00515
16922240,Botanic  Private Terrace  Hisorical Center 5 pax,860055,Maria,Casco Antiguo,Santa Cruz,37.38777,-5.99307,Entire home/apt,137,3,130,2022-07-10,1.92,23,260,14,VFT/SE/02239
16930357,Maravilla House,19171045,Jesús,Casco Antiguo,Feria,37.39575,-5.98942,Entire home/apt,63,3,85,2020-02-17,1.25,1,28,0,CTC-2018202770
16935319,"Alfalfa Terrace. 3 bedrooms, 2 bathrooms, terrace",89331773,Veoapartment,Casco Antiguo,Alfalfa,37.39121,-5.99089,Entire home/apt,242,1,87,2022-09-18,1.31,36,235,27,VFT/SE/00335
16944539,Estudio en Centro de Sevilla,113045525,David & Lucía,Casco Antiguo,Feria,37.40004,-5.9931,Entire home/apt,45,2,450,2022-09-25,6.55,1,142,106,VFT/SE/02487
16973053,Deluxe Santa Cruz I Cathedral at 6 minutes by walk,113546787,Fran Y Manuela,Nervión,La Florida,37.38615,-5.98527,Entire home/apt,169,2,150,2022-08-29,2.26,17,294,16,VFT/SE/01478
16978201,The roof of Sevilla- Chic penthouse -Giralds Views,51048225,Javier,Casco Antiguo,San Bartolomé,37.38898,-5.98876,Entire home/apt,79,2,170,2022-09-14,2.50,101,328,30,VFT/SE/03751
16984050,Central Apartment (TRIANA). Parking Included.,113693642,Paula,Triana,Triana Este,37.38052,-6.00028,Entire home/apt,80,2,240,2022-09-22,3.52,1,233,60,VFT/SE/01503
16991632,"Apartamento ""Fray Isidoro de Sevilla"" (Parking)",112975164,César,Macarena,"León XIII, Los Naranjos",37.40371,-5.98247,Entire home/apt,99,2,114,2020-08-24,1.67,1,0,0,VFT/SE/02791
16998168,120M2 BRIGHT AND STYLISH IN SANTA CRUZ QUARTER,3691860,Ricardo,Casco Antiguo,Alfalfa,37.3886,-5.9908,Entire home/apt,146,2,293,2022-09-05,4.34,1,70,46,VFT/SE/02866
17019994,Lovely apartment in the centre of Seville,57409434,Jorge,Casco Antiguo,Santa Catalina,37.39242,-5.9877,Entire home/apt,50,3,284,2022-09-05,4.14,2,266,31,VFT/SE/01768
17028896,Loft en el corazón de Triana.,114236720,Asun,Triana,Triana Este,37.38038,-6.00282,Entire home/apt,236,2,60,2022-05-29,0.88,1,320,13,CTC2018067830
17041460,Excelente piso en Triana + PARKING,32345307,Sofia,Triana,Triana Este,37.38166,-6.00457,Entire home/apt,96,2,303,2022-09-18,4.44,1,67,65,VFT/SE/01975
17042168,Apartamento Sol,37775671,Lilia,Casco Antiguo,San Julián,37.39638,-5.98389,Entire home/apt,47,2,220,2022-09-11,3.21,3,57,31,VFT/SE/4765
17042466,Ático en casco histórico de Sevilla. Pleno centro.,111980212,Jose Manuel,Casco Antiguo,Arenal,37.38716,-5.99715,Entire home/apt,70,3,128,2020-03-02,1.93,1,83,0,DE ANDALUCÍA con el número VFT/SE/0149
17052501,CENTER' S HEART,19949618,Carlos,Casco Antiguo,"Encarnación, Regina",37.39393,-5.99368,Entire home/apt,64,2,385,2022-09-07,5.61,4,339,60,VFT/SE/04838
17070662,"Habitación en los Remedios, excelente ubicación.",114515070,Jorge,Los Remedios,Los Remedios,37.37445,-5.99943,Private room,60,2,35,2020-03-18,0.53,1,0,0,VFT/SE/05153
17102256,Centro histórico. 3 Dormitorios y dos baños.,16455573,Alberto,Casco Antiguo,Museo,37.39188,-5.99945,Entire home/apt,193,2,349,2022-09-21,5.26,1,229,72,VFT/SE/01988
17132415,Estudio entre la Alameda y el Guadalquivir,1166036,Beatriz,Casco Antiguo,San Lorenzo,37.40099,-5.99929,Entire home/apt,60,60,7,2022-09-07,0.10,1,233,3,
17136793,"Apartamento Duplex en la Alfalfa, Centro  Sevilla",110470543,Juan Antonio,Casco Antiguo,Alfalfa,37.39113,-5.99018,Entire home/apt,67,1,116,2022-09-16,1.72,1,264,33,VFT/SE/01399
17155695,Pizarro 4,99370256,Mi Casa,Casco Antiguo,San Lorenzo,37.39977,-5.9973,Entire home/apt,520,2,64,2022-09-11,0.94,4,107,10,VFT/SE/02924
17167387,Aparment Seville Center Alcazar,40351944,Juan,Nervión,San Bernardo,37.38502,-5.9853,Entire home/apt,548,2,174,2022-09-05,2.57,2,135,22,VFT/SE/01796
17182822,APARTAMENTO EN CASA PALACIO CON PISCINA JUN-SEP,115632443,Miguel,Casco Antiguo,San Bartolomé,37.389801,-5.987078,Entire home/apt,161,2,108,2022-08-14,1.58,1,323,13,VFT/SE/01498
17186391,Hostly Acetres 1A Loft -Communal terrace-Park Opt,3173171,Joaquín Y Natalia,Casco Antiguo,Alfalfa,37.39138,-5.99301,Entire home/apt,104,2,198,2022-09-23,2.94,29,168,46,A/SE/00229
17186638,"FLOTA I: Triana, next to Betis st.",115669804,Pedro,Triana,Triana Casco Antiguo,37.38303,-6.00214,Entire home/apt,109,2,21,2022-01-08,0.31,3,176,1,RTA VFT SE 01537
17187197,"FLOTA II: Triana, next to Betis st.",115669804,Pedro,Triana,Triana Casco Antiguo,37.38439,-6.00191,Entire home/apt,112,2,1,2017-02-27,0.01,3,149,0,RTA VFT SE 1428
17187446,"FLOTA III: Triana, next to Betis st.",115669804,Pedro,Triana,Triana Casco Antiguo,37.38485,-6.00364,Entire home/apt,106,2,24,2020-03-11,0.35,3,131,0,RTA VFT SE 01426
17219843,room with breakfast free,59933024,Sergio,Macarena,"Doctor Barraquer, G. Renfe, Policlínico",37.40748,-5.98704,Private room,34,1,121,2020-03-01,1.86,1,87,0,CTC-2018177578
17222507,Great Apartment in the heart of Seville,93677088,Maria R.,Casco Antiguo,San Bartolomé,37.38773,-5.98849,Entire home/apt,60,2,85,2020-02-21,1.26,1,0,0,VFT/SE/02013
17225275,Hostly Acetres 2A penthouse-Central-Parking Op,3173171,Joaquín Y Natalia,Casco Antiguo,Alfalfa,37.39138,-5.99301,Entire home/apt,180,2,193,2022-09-20,2.87,29,166,48,A/SE/00229
17225664,Hostly Acetres 1B Central CommunalTerrace Park Opt,3173171,Joaquín Y Natalia,Casco Antiguo,Alfalfa,37.39138,-5.99301,Entire home/apt,112,2,201,2022-09-19,2.98,29,350,49,A/SE/00229
17226307,Hostly Acetres II B Acogedor Central Fibra Terraza Comunitaria Parkin Opc,3173171,Joaquín Y Natalia,Casco Antiguo,Alfalfa,37.39138,-5.99301,Entire home/apt,105,2,220,2022-09-24,3.27,29,161,33,A/SE/00229
17251604,Duplex a los pies de la Giralda,66043446,Claudia,Casco Antiguo,Santa Cruz,37.38641,-5.99067,Entire home/apt,116,2,124,2022-09-11,1.83,1,126,31,Ctc2018158432
17261704,Loft en el centro de Sevilla,114514872,Carmen,Casco Antiguo,San Julián,37.39909,-5.98436,Entire home/apt,59,2,460,2022-09-22,6.79,1,151,93,VFT/SE/04476
17263206,Apartamento en pleno centro de Sevilla,116377352,Auxiliadora,Casco Antiguo,Alfalfa,37.39209,-5.99089,Entire home/apt,70,3,60,2022-09-19,0.90,1,27,20,VFT/SE1900
17275810,V7 - Loft Dúplex con Terraza y Vistas a la Giralda,99460670,Overland Suites Catedral,Casco Antiguo,Santa Cruz,37.38722,-5.99069,Entire home/apt,214,2,2,2017-04-26,0.03,7,255,0,A/SE/00224
17290698,First Grand Deluxe - 2 Bedrooms + 2 Bathrooms,99460670,Overland Suites Catedral,Casco Antiguo,Alfalfa,37.38897,-5.99112,Entire home/apt,249,2,0,,,7,249,0,A/SE/00224
17292581,"Rioja 2A. 2 bedrooms, 2 bathrooms, centre",89331773,Veoapartment,Casco Antiguo,Alfalfa,37.39098,-5.99644,Entire home/apt,174,1,25,2022-09-09,0.52,36,336,18,VFT/SE/00012
17293423,Rioja 3A. 2 bedrooms and 2 bathrooms in the centre,89331773,Veoapartment,Casco Antiguo,Alfalfa,37.39098,-5.99644,Entire home/apt,174,1,43,2022-09-17,0.64,36,334,19,VFT/SE/00015
17309133,Best location Santa Cruz Quarter 2 BD apartment with private Terrace. Mateos Gago Terrace,15819228,Genteelhome,Casco Antiguo,Santa Cruz,37.3864,-5.99066,Entire home/apt,260,1,28,2022-02-22,0.44,21,220,3,VFT/SE/730
17324254,Apartamento junto a Sevilla VFT/SE/01565.,116942589,Mariola,Los Remedios,Tablada,37.35731,-6.03325,Entire home/apt,71,2,126,2022-09-18,1.87,1,166,29,VFT/SE/01565
17342513,CORRAL DEL CONDE LUXURY APARTMENT,117139793,Angel,Casco Antiguo,Santa Catalina,37.39161,-5.98768,Entire home/apt,220,2,5,2019-03-10,0.08,1,144,0,VTF/SE/01391
17345543,Charming apart in front of the Guadalquivir river.,74873781,Alejandro,Macarena - Norte,San Jerónimo,37.42145,-5.98804,Entire home/apt,58,2,94,2020-03-02,1.40,1,0,0,VFT/SE/01956
17349756,DESIGN DUPLEX  with POOL AC WIFI (VFT/SE/1282),6736880,Virginie,Casco Antiguo,San Lorenzo,37.40012,-5.99773,Entire home/apt,129,2,163,2022-09-02,2.48,3,343,25,VFT/SE/001282
17350965,Sevilla a tus pies,117235763,Agustín,Los Remedios,Tablada,37.35825,-6.03772,Entire home/apt,56,2,86,2022-08-21,1.30,1,155,23,VTF/SE/03871
17353213,Modern 1 Bd apartm Prime location next to Las Setas. Campana,92573910,Esther,Casco Antiguo,"Encarnación, Regina",37.39287,-5.99643,Entire home/apt,127,1,8,2021-10-15,0.13,37,200,1,VFT/SE/01035
17360285,"Hab. con baño privado, desayuno y parking fácil",50125936,Rosario,Los Remedios,Tablada,37.36969,-6.00882,Private room,29,2,78,2022-04-26,1.15,1,0,5,VTF/SE/06568
17360723,"APARTAMENT ""LIKE AT HOME I""",117287925,Angela,Casco Antiguo,Museo,37.3923,-6.00261,Entire home/apt,76,2,120,2022-09-22,1.78,2,112,34,VFT/SE/01547
17363146,En el corazón de Sevilla,117310088,Hilario,Casco Antiguo,Alfalfa,37.39065,-5.99115,Entire home/apt,70,2,9,2022-04-22,0.14,1,284,2,VFT/SE/01654
17364040,Walk to the Cathedral! 3 Bedrooms 2 Bathrooms,110765903,Miguel,Casco Antiguo,Arenal,37.38541,-5.99737,Entire home/apt,99,3,114,2022-09-04,1.69,5,311,31,VFT/SE/03180
17365502,2 bedrooms flat in the center of Seville,273794093,María José,Casco Antiguo,Feria,37.40026,-5.98984,Entire home/apt,50,1,157,2020-03-08,2.33,1,0,0,VFT/SE/01921
17391731,"CENTRICO, SOLEADO Y TRANQUILO",45612253,Lucia,Casco Antiguo,San Vicente,37.39405,-6.00182,Entire home/apt,71,2,134,2022-09-18,1.99,8,71,6,VFT/SE/01939
17399490,Reposo Donkey,63098625,Donkey,Casco Antiguo,San Gil,37.40069,-5.99438,Entire home/apt,71,2,7,2019-10-27,0.15,19,2,0,VFT/SE/01474
17401447,BIG ROOM & PRIVATE BATHROOM - Seville City Center,2780603,Miguelón'S Home,Casco Antiguo,San Julián,37.39928,-5.98731,Private room,48,3,460,2022-09-16,6.84,3,181,94,VFT/SE/01701
17417729,"Precioso apartamento en pleno centro,wifi gratis.",2124038,Tomas,Casco Antiguo,Museo,37.38953,-5.99865,Entire home/apt,107,3,36,2022-06-19,0.59,7,160,9,A/SE/00121
17423560,"Cathedral, calle Conteros",15440678,Macarena,Casco Antiguo,Santa Cruz,37.38767,-5.99291,Entire home/apt,84,2,369,2022-09-17,5.47,31,170,84,VFT/SE/01606
17426689,Nice apartment in the heart of City,32817878,Maria,Casco Antiguo,San Vicente,37.39487,-6.00007,Entire home/apt,88,1,362,2022-09-14,5.38,6,100,82,VFT/SE/01909
17440452,SEVILLA OLE,112255173,Teresa,Nervión,Ciudad Jardín,37.37888,-5.96332,Entire home/apt,36,1,478,2022-09-20,7.09,1,157,99,VFT/SE/04496
17469816,"A1_CON ENCANTO, JUNTO CATEDRAL Y REAL ALCÁZAR",8445851,Barbara & Barbara,Casco Antiguo,Santa Cruz,37.38565,-5.99187,Entire home/apt,99,5,327,2022-09-16,4.88,4,203,66,VFT/SE/01735
17469900,Luxury apartment in the city center of Sevilla!,3918085,Angel,Casco Antiguo,San Bartolomé,37.38703,-5.98683,Entire home/apt,161,2,268,2022-09-18,3.97,1,244,67,VFT/SE/01651
17485347,"UNIQUE, QUIET, STYLISH apt in the heart of Seville",118461853,Alberto,Casco Antiguo,Alfalfa,37.39115,-5.98959,Entire home/apt,73,1,131,2022-09-04,3.34,1,192,67,Vft/se/05835
17520992,AlohaMundi Campana,118796113,Pepe Y Maru,Casco Antiguo,"Encarnación, Regina",37.39442,-5.99482,Entire home/apt,145,2,158,2022-09-17,2.35,38,51,62,VFT/SE/01882
17521504,Bonito y luminoso apartamento Plaza de San Pedro,71444776,Amalia Y Lucas,Casco Antiguo,Alfalfa,37.39057,-5.99089,Entire home/apt,89,2,289,2022-09-21,4.32,3,74,58,VFT/SE/01711
17552356,"Puerto Gelves, SEVILLA+POOL.5 kms del centro",12697972,Ángel,Los Remedios,Tablada,37.33778,-6.02703,Entire home/apt,59,2,51,2022-09-18,0.77,1,171,13,CTC-2018079409
17555410,"Piso luminoso y tranquilo, en el corazón de Triana",17518190,Rafael,Triana,Triana Este,37.38133,-6.00244,Entire home/apt,147,3,12,2021-12-08,0.18,1,0,1,CTC-2019025001
17569531,Apartment Plaza del Salvador,119294170,José Luis,Casco Antiguo,Alfalfa,37.39039,-5.99339,Entire home/apt,65,2,126,2022-09-22,1.87,1,328,40,VFT/SE/07275
17579724,CLB Alameda Apartment,119408720,Álvaro,Casco Antiguo,San Gil,37.40195,-5.99336,Entire home/apt,53,2,136,2022-05-27,2.04,4,271,2,VFT/SE/03513
17583015,"New Bright Apt. 10 minutes from Cathedral, 1",6588832,Jose Luis,Casco Antiguo,Museo,37.38957,-5.99877,Entire home/apt,133,2,338,2022-09-21,5.03,21,140,66,VFT/SE/02170
17588272,Apartamento nuevo en el corazón de la ciudad,119409067,Jose Maria,Casco Antiguo,"Encarnación, Regina",37.39415,-5.9964,Entire home/apt,85,2,13,2019-04-27,0.19,1,148,0,VFT/SE/01641
17589226,"Bright apartment 10 minutes walk from Cathedral,2",6588832,Jose Luis,Casco Antiguo,Museo,37.38952,-5.99868,Entire home/apt,135,2,240,2022-09-05,3.59,21,151,33,VFT/SE/02302
17598233,Magnífico piso luminoso A/C WIFI en centro Sevilla,119579489,María Luisa,San Pablo - Santa Justa,San José Obrero,37.39297,-5.98202,Entire home/apt,119,6,229,2022-09-14,3.40,3,254,17,VFT/SE/
17603560,Amplio y acogedor piso en Triana.,96765063,Soqui,Triana,Triana Oeste,37.38404,-6.00945,Entire home/apt,105,2,51,2022-06-19,0.77,1,41,16,VFT/SE/01675
17619712,"M. Private bathroom. 2 rooms, 1-4 pax. Train st.",996454,Maria,San Pablo - Santa Justa,Las Huertas,37.39662,-5.96802,Private room,75,1,3,2021-11-15,0.05,20,0,1,CTC2018142249
17619941,TWO BEDROOMS APARTMENT IN SAN LEANDRO,4790497,Apartamentos Diaber - Book Seville,Casco Antiguo,Santa Catalina,37.39259,-5.98687,Entire home/apt,119,3,16,2022-07-19,0.33,34,160,10,A/SE/08927
17630027,Center of Seville 300 m. from Cathedral-WIFI,15643186,Sergio Y Carmen,Casco Antiguo,Alfalfa,37.38918,-5.99114,Entire home/apt,71,2,122,2022-06-13,1.83,1,67,9,VTF/SE/02461
17634814,HABITACION.CENTRICA.AIRE ACONDICIONADO.WIFI.,27995927,Mercedes,San Pablo - Santa Justa,"Carretera de Carmona, María Auxiliadora, Fontanal",37.39805,-5.97923,Private room,28,2,78,2019-07-28,1.16,3,4,0,VFT/SE/03223
17637502,Cozy Los Remedios Room Breakfast + Wifi,117957676,Maria José,Los Remedios,Los Remedios,37.37449,-5.99915,Private room,46,2,180,2022-09-22,2.70,2,139,31,VFT/SE/01828
17645920,Apartamento Centro Histórico con Terraza Privada,120050386,Nani,Casco Antiguo,Feria,37.39706,-5.98955,Entire home/apt,77,3,136,2022-09-16,2.05,1,105,37,VFT/SE/O1866
17649795,Duplex apartment in the heart of the city,119955155,Diego,Casco Antiguo,"Encarnación, Regina",37.39369,-5.99383,Entire home/apt,83,2,258,2022-09-19,3.84,9,98,65,VFT/SE/02963
17651750,Exquisito y moderno apartamento de reciente renovación junto a la Torre del Oro,3498128,Carlos,Triana,Triana Casco Antiguo,37.38165,-6.00038,Entire home/apt,50,2,266,2022-09-01,3.96,3,112,4,VFT/SE/01687
17664550,Oasis in Seville's Plaza de Museo,120231133,Javier,Casco Antiguo,"Encarnación, Regina",37.3931,-5.99857,Entire home/apt,104,3,119,2022-06-26,1.94,1,148,21,VFT/SE/02923
17665957,Apart. chic centro 3 dormitorios A/A WIFI,120231930,Julian,Casco Antiguo,San Bartolomé,37.39075,-5.98584,Entire home/apt,45,60,53,2022-06-17,0.79,1,274,2,VFT/SE/02044
17667297,Apartamento céntrico los Naranjos de Santa Justa,110755481,Patricia,San Pablo - Santa Justa,"Carretera de Carmona, María Auxiliadora, Fontanal",37.39699,-5.97829,Entire home/apt,99,2,190,2022-08-18,2.82,3,66,28,VFT/SE/01645
17673946,"CASA  SAN JOSÉ (CENTRO) Aire acondicionado ,PAX 10",15074121,Ana,Casco Antiguo,San Bartolomé,37.38705,-5.98828,Entire home/apt,431,2,186,2022-09-18,2.77,2,313,42,REGISTRO TURISMO NºVFT/SE/01659
17673987,Jardín de Santa Paula+Breakfast. (Parking 15€/day),20996712,Angel,Casco Antiguo,San Julián,37.39556,-5.98564,Entire home/apt,468,2,19,2018-03-19,0.29,1,179,0,VFT/SE/01208
17676727,Ideal apartamento en corazón de Sevilla.,120356998,Isabel,Casco Antiguo,Arenal,37.38714,-5.99495,Entire home/apt,63,2,104,2021-06-21,1.55,2,0,0,VFT/SE/1716
17681066,"Cathedral Studio, Luxury Studio just in the Center",4431575,SevilleBnB,Casco Antiguo,Santa Cruz,37.38866,-5.99262,Entire home/apt,148,3,29,2022-08-28,0.45,6,42,4,VFT/SE/01669
17685730,Suite en impresionante y lujosa Villa del año 1929,120464532,Manuel,Nervión,Nervión,37.37804,-5.96927,Private room,85,2,59,2022-09-08,0.89,2,239,21,CTC/2018158120
17688394,Eva Recommends Gerona Casa Sevillana S.XIX (12 p),31420918,Eva Recommends,Casco Antiguo,"Encarnación, Regina",37.39446,-5.98957,Entire home/apt,247,1,24,2020-02-23,0.37,15,24,0,CTC2016149823
17723884,Elegant & classical home with a large terrace,9228673,Home At Homes,Nervión,San Bernardo,37.38133,-5.98529,Entire home/apt,410,3,12,2020-03-06,0.21,40,0,0,VFT/SE/01176
17730742,CASA@IBARRA Ap Judería VTF/SE/01816,42371567,Juanfran,Casco Antiguo,San Bartolomé,37.3898,-5.98871,Entire home/apt,87,2,262,2022-09-06,3.89,4,324,63,VFT/SE/01816
17731921,Loft de aire artístico cerca de Casa de Pilatos en Sevilla,81886059,Julia Y María,Casco Antiguo,Alfalfa,37.39012,-5.98891,Entire home/apt,109,3,219,2022-09-25,3.29,3,138,27,VFT/SE/01599
17743342,Cosy flat close to Santa Justa station,8625083,Marie,San Pablo - Santa Justa,"Carretera de Carmona, María Auxiliadora, Fontanal",37.40024,-5.97427,Private room,30,2,88,2022-09-04,1.32,1,21,18,6633201TG3463S0006ST
