"";"name";"host_id";"host_name";"neighbourhood_group";"neighbourhood";"latitude";"longitude";"room_type";"price";"minimum_nights";"number_of_reviews";"last_review";"reviews_per_month";"calculated_host_listings_count";"availability_365";"number_of_reviews_ltm";"license";"log_price";"log_minimum_nights";"dummy_room_type";"dummy_ng"
"3285";"AlohaMundi San Leandro";118796113;"Pepe Y Maru";"Casco Antiguo";"San Bartolomé";37,39019;-5,98809;"Entire home/apt";95;2;70;"2022-09-17";2,01;38;61;45;"VFT/SE/05923";4,55387689160054;0,693147180559945;"Entire home/apt";1
"3286";"Diseñó Triana";136150215;"Francisco";"Triana";"Triana Oeste";37,38908;-6,00948;"Entire home/apt";86;365;1;"2019-10-26";0,03;1;0;0;"CTC-2019177075";4,45434729625351;5,89989735358249;"Entire home/apt";0
"3287";"GotoSeville New smart mini studio 200";242344266;"GotoSeville";"Casco Antiguo";"Arenal";37,3882;-5,99847;"Entire home/apt";86;1;8;"2022-08-13";0,23;15;340;6;"VFT/SE/8516";4,45434729625351;0;"Entire home/apt";1
"3288";"Asunción 70. 2 bedrooms, 2 bathrooms";56838814;"Veoapartment";"Los Remedios";"Los Remedios";37,37377;-5,99758;"Entire home/apt";147;1;15;"2022-05-28";0,42;31;273;10;"VFT/SE/06366";4,99043258677874;0;"Entire home/apt";0
"3289";"Wifi, Tranquilidad, Parking subterráneo incluido.";126985641;"Vanesa";"Macarena - Norte";"La Bachillera";37,46181;-6,01042;"Entire home/apt";63;2;9;"2021-04-24";0,26;1;234;0;"VFT/SE/06465";4,14313472639153;0,693147180559945;"Entire home/apt";0
"3290";"Bonito apartamento centro de Sevilla 4 pax";64922899;"José Antonio";"Casco Antiguo";"San Bartolomé";37,39043;-5,98639;"Entire home/apt";57;2;11;"2022-05-09";0,32;1;0;7;"VFT/SE/00929";4,04305126783455;0,693147180559945;"Entire home/apt";1
"3291";"Apartamento con Encanto";300760755;"Sara";"Triana";"Triana Oeste";37,40049;-6,03419;"Entire home/apt";100;2;13;"2022-09-18";0,36;1;30;1;"VFT/SE/05827";4,60517018598809;0,693147180559945;"Entire home/apt";0
"3292";"Charming apartment near Casa Pilatos.";81886059;"Julia Y María";"Casco Antiguo";"Santa Catalina";37,39184;-5,98838;"Entire home/apt";90;3;51;"2022-09-08";1,48;3;142;26;"H41811AAWN9";4,49980967033027;1,09861228866811;"Entire home/apt";1
"3293";"Spacious 3BR, fantastic balcony, central location";300984073;"Luis";"Casco Antiguo";"Santa Cruz";37,38586;-5,99356;"Entire home/apt";260;2;35;"2022-08-24";0,99;1;326;19;"CTC.2019002617";5,56068163101553;0,693147180559945;"Entire home/apt";1
"3294";"Apartamento en el centro de Sevilla""reformado 2020";3734547;"Enrique";"Casco Antiguo";"San Lorenzo";37,39859;-5,99552;"Entire home/apt";60;3;20;"2022-06-01";0,56;2;133;7;"CTC-2019159185";4,0943445622221;1,09861228866811;"Entire home/apt";1
"3295";"Montañés Azahar Suite";209862890;"Azahar Suites";"Casco Antiguo";"San Lorenzo";37,39781;-5,99641;"Entire home/apt";138;2;7;"2021-12-07";0,21;3;118;6;"CTC-2019174214";4,92725368515721;0,693147180559945;"Entire home/apt";1
"3296";"HABITACIONES CON PISCINA EN LA MEJOR ZONA SEVILLA";44409089;"Rebeca";"Nervión";"Huerta del Pilar";37,38532;-5,98051;"Private room";35;1;74;"2022-09-24";2,07;2;84;64;"VFT/SE/06359";3,55534806148941;0;"Private room";0
"3297";"habitacion doble a 5' Feria y 10' del centro a pie";157549174;"Helena";"Los Remedios";"Los Remedios";37,37405;-5,99903;"Private room";40;1;4;"2019-11-24";0,11;3;65;0;"VFT/SE/04507";3,68887945411394;0;"Private room";0
"3298";"Nuevo y Luminoso Apartamento! En Macarena. +WIFI";45273670;"Hugo";"Macarena";"La Paz, Las Golondrinas";37,40982;-5,98756;"Entire home/apt";64;2;15;"2020-03-11";0,42;2;5;0;"VFT/SE/06503";4,15888308335967;0,693147180559945;"Entire home/apt";0
"3299";"Next to the ""Mushrooms"", map room. 4PX";301453134;"Alhondiga21";"Casco Antiguo";"San Bartolomé";37,3911;-5,98877;"Entire home/apt";76;5;11;"2022-08-15";0,31;4;36;6;"VFT/SE/06432";4,33073334028633;1,6094379124341;"Entire home/apt";1
"3300";"Next to the ""Mushrooms"", bird room. 4PX";301453134;"Alhondiga21";"Casco Antiguo";"Santa Catalina";37,39277;-5,98741;"Entire home/apt";87;3;7;"2022-07-02";0,21;4;29;5;"VFT/SE/06433";4,46590811865458;1,09861228866811;"Entire home/apt";1
"3301";"Next to the ""Mushrooms"", butterfly room. 4PX";301453134;"Alhondiga21";"Casco Antiguo";"Santa Catalina";37,39265;-5,98748;"Entire home/apt";100;5;11;"2022-08-17";0,31;4;27;7;"VFT/SE/06434";4,60517018598809;1,6094379124341;"Entire home/apt";1
"3302";"AlohaMundi Castilla I";118796113;"Pepe Y Maru";"Triana";"Triana Casco Antiguo";37,38837;-6,0066;"Entire home/apt";95;2;61;"2022-09-10";1,92;38;68;41;"VFT/SE/03250";4,55387689160054;0,693147180559945;"Entire home/apt";0
"3303";"AlohaMundi San Eteban I";118796113;"Pepe Y Maru";"Casco Antiguo";"San Bartolomé";37,3887;-5,98487;"Entire home/apt";84;2;108;"2022-09-15";3,03;38;59;71;"VFT/SE/05757";4,43081679884331;0,693147180559945;"Entire home/apt";1
"3304";"Next to the ""Mushrooms"", very bright penthouse.4PX";301453134;"Alhondiga21";"Casco Antiguo";"Santa Catalina";37,39287;-5,98756;"Entire home/apt";121;3;25;"2022-08-30";0,7;4;40;13;"VFT/SE/064341";4,79579054559674;1,09861228866811;"Entire home/apt";1
"3305";"feel free to stay";301511124;"Courtney";"Macarena";"Pio XII";37,40581;-5,97663;"Private room";35;1;2;"2019-10-26";0,06;1;0;0;"Exempt";3,55534806148941;0;"Private room";0
"3306";"Luxury Landscaped Apartment 180 m, Downtown";294907845;"Jose Ignacio";"Nervión";"an Roque";37,39046;-5,9839;"Entire home/apt";203;2;7;"2022-06-27";0,21;2;0;6;"VTF/SE/04820";5,31320597904179;0,693147180559945;"Entire home/apt";0
"3307";"Tranquilidad y Minimalismo 5 px Sevilla 2 Hab-";51048225;"Javier";"Los Remedios";"Los Remedios";37,37232;-6,0006;"Entire home/apt";102;2;8;"2020-08-31";0,23;101;91;0;"CTC-2019072680";4,62497281328427;0,693147180559945;"Entire home/apt";0
"3308";"Precioso apartamento en el Arenal";68020018;"Isabel María";"Casco Antiguo";"Arenal";37,38456;-5,99751;"Entire home/apt";86;2;53;"2022-06-26";1,48;1;320;36;"VFT/SE/06269";4,45434729625351;0,693147180559945;"Entire home/apt";1
"3309";"Lovely apartment in the heart of Seville. Parking";301896762;"Alejandro Y Marta";"Casco Antiguo";"Arenal";37,38558;-5,99436;"Entire home/apt";69;2;46;"2022-09-17";1,29;1;2;28;"VFT/SE/3903";4,23410650459726;0,693147180559945;"Entire home/apt";1
"3311";"Casa Italica en Santiponce";253585661;"Maria Elisa";"Macarena - Norte";"La Bachillera";37,43186;-6,04158;"Entire home/apt";75;2;16;"2022-05-21";0,46;2;79;5;"CTC-2019171863";4,31748811353631;0,693147180559945;"Entire home/apt";0
"3312";"Setas Sevilla – Central Lumineux Terrasse, 1 Ch AC";10795586;"Guillaume";"Casco Antiguo";"Alfalfa";37,39026;-5,99323;"Entire home/apt";60;3;91;"2022-09-17";2,54;2;126;54;"CTC-2019 171317";4,0943445622221;1,09861228866811;"Entire home/apt";1
"3313";"Fabuloso apartamento en Triana";258156437;"Nieves";"Triana";"Triana Este";37,38016;-6,00572;"Entire home/apt";66;2;58;"2022-09-18";1,62;3;66;15;"VFT/SE/08464";4,18965474202643;0,693147180559945;"Entire home/apt";0
"3314";"Relax en un lugar divertido";298079207;"Alícia María";"Este - Alcosa - Torreblanca";"no asignado";37,40892;-5,93431;"Private room";15;60;0;"";0;1;92;0;"";2,70805020110221;4,0943445622221;"Private room";0
"3315";"Ático con mucha luz, situación maravillosa";100150974;"Francisco";"Los Remedios";"Los Remedios";37,3784176131575;-5,9965267771564;"Private room";50;1;0;"";0;1;342;0;"Exempt";3,91202300542815;0;"Private room";0
"3316";"Estupendo Apart en el Centro (Alameda de Hércules)";303137468;"Fco Javier";"Casco Antiguo";"Feria";37,39962;-5,99265;"Entire home/apt";62;2;59;"2022-09-18";1,66;3;174;24;"VFT/SE/04534";4,12713438504509;0,693147180559945;"Entire home/apt";1
"3317";"Espacio acogedor cerca del centro";303235864;"Esperanza";"Triana";"El Tardón, El Carmen";37,37467;-6,01112;"Private room";22;1;166;"2022-09-21";4,67;1;160;88;"CTC-2019191599";3,09104245335832;0;"Private room";0
"3318";"Duplex Alameda de Hercules";14704588;"Pepe";"Casco Antiguo";"Encarnación, Regina";37,39613;-5,99487;"Entire home/apt";126;2;7;"2022-09-16";0,2;1;137;4;"CTC-2019179751";4,83628190695148;0,693147180559945;"Entire home/apt";1
"3319";"Estudio Independiente Centro de Sevilla";58291652;"Ronald";"Casco Antiguo";"Santa Catalina";37,39128;-5,9854;"Entire home/apt";59;2;164;"2022-09-18";4,63;2;145;67;"Exempt";4,07753744390572;0,693147180559945;"Entire home/apt";1
"3320";"Ideal AP, Historic center WIFI/AC";243308448;"Fabio";"Casco Antiguo";"San Vicente";37,3961;-6,0009;"Entire home/apt";80;4;49;"2022-09-11";1,4;26;128;29;"VFT/SE/01193";4,38202663467388;1,38629436111989;"Entire home/apt";1
"3321";"AlohaMundi San Julian";118796113;"Pepe Y Maru";"Casco Antiguo";"San Julián";37,39848;-5,98409;"Entire home/apt";87;2;75;"2022-09-04";2,13;38;69;48;"VFT/SE/00181";4,46590811865458;0,693147180559945;"Entire home/apt";1
"3322";"Penthouse in the Heart of Seville";209110979;"Fernando Y Camia";"Casco Antiguo";"San Vicente";37,39473;-6,00189;"Entire home/apt";80;2;23;"2022-09-22";0,65;11;159;12;"VFT/SE/08097";4,38202663467388;0,693147180559945;"Entire home/apt";1
"3323";"Modern apartment 2 Bd & 2 Bth near the Cathedral. Catedral V";92573910;"Esther";"Casco Antiguo";"Arenal";37,38552;-5,99408;"Entire home/apt";172;1;10;"2022-07-02";0,3;37;200;5;"CTC-2019185916";5,14749447681345;0;"Entire home/apt";1
"3324";"APTO. SEVILLA CENTRO";152677612;"Maria";"Casco Antiguo";"Arenal";37,38715;-5,99795;"Entire home/apt";99;2;7;"2022-09-18";0,2;1;79;3;"VFT/SE/06534";4,59511985013459;0,693147180559945;"Entire home/apt";1
"3325";"Holi-Rent Martín Villa";111692752;"Holi- Rent";"Casco Antiguo";"Encarnación, Regina";37,3936;-5,99519;"Entire home/apt";109;1;11;"2022-06-26";0,34;14;240;2;"CTC-2019163183";4,69134788222914;0;"Entire home/apt";1
"3326";"Piso con vistas al río, en el centro de Sevilla.";273475013;"Carmen Gloria";"Casco Antiguo";"Museo";37,38778;-6,00167;"Entire home/apt";50;2;6;"2020-10-04";0,17;1;99;0;"CTC-2019139668";3,91202300542815;0,693147180559945;"Entire home/apt";1
"3327";"Hostly Sierpes -Campana 2 bd apartm-100 M-park opt";3173171;"Joaquín Y Natalia";"Casco Antiguo";"Encarnación, Regina";37,39401;-5,99472;"Entire home/apt";109;2;92;"2022-09-25";2,63;29;165;48;"EN TRAMITE";4,69134788222914;0,693147180559945;"Entire home/apt";1
"3328";"La Puerta Verde: un oasis en el corazón de Sevilla";303851230;"Manuel";"Casco Antiguo";"Encarnación, Regina";37,39323;-5,99172;"Entire home/apt";84;50;15;"2022-02-11";0,42;1;0;1;"VFT/SE/06557";4,43081679884331;3,91202300542815;"Entire home/apt";1
"3329";"CENTRO SAN LORENZO MIGUEL CID VFTSE-3085";68217468;"Maria";"Casco Antiguo";"San Lorenzo";37,3986;-5,99936;"Entire home/apt";157;2;11;"2022-08-04";0,31;1;148;7;"VFT SE-3085";5,05624580534831;0,693147180559945;"Entire home/apt";1
"3330";"Cozy apartment for 4 people in the city centre";304116789;"Ae Kasapartments";"Casco Antiguo";"San Bartolomé";37,39021;-5,98459;"Entire home/apt";72;2;76;"2022-09-24";2,15;8;150;32;"VFT/SE/05114";4,27666611901606;0,693147180559945;"Entire home/apt";1
"3331";"Apartamento en la calle Verde";13419145;"Antonio Y Isabel";"Casco Antiguo";"San Bartolomé";37,38595;-5,98764;"Entire home/apt";61;2;87;"2022-09-09";2,55;3;129;53;"VFT/SE/06630";4,11087386417331;0,693147180559945;"Entire home/apt";1
"3332";"Nice apartment 10 minutes from the cathedral";304116789;"Ae Kasapartments";"Casco Antiguo";"San Bartolomé";37,38983;-5,98558;"Entire home/apt";52;2;82;"2022-09-19";2,31;8;153;42;"VFT/SE/06536";3,95124371858143;0,693147180559945;"Entire home/apt";1
"3333";"Habitacion individual  ó de matrimonio";218434866;"Sonia";"Macarena - Norte";"Bda. Pino Montano";37,42741;-5,96608;"Private room";24;1;10;"2022-05-22";0,28;3;352;8;"Exempt";3,17805383034795;0;"Private room";0
"3334";"pacheco y nuñez centro alameda";88508906;"Fernando";"Casco Antiguo";"San Gil";37,40172;-5,99362;"Entire home/apt";79;1;43;"2022-08-15";1,24;19;44;19;"VFT/SE/06559";4,36944785246702;0;"Entire home/apt";1
"3335";"C. XIX studio in La Juderia.";9649853;"Nacho";"Casco Antiguo";"San Bartolomé";37,38781;-5,98669;"Entire home/apt";71;5;19;"2022-08-31";0,62;19;110;15;"VFT/SE/09173";4,26267987704132;1,6094379124341;"Entire home/apt";1
"3336";"DOUBLE BEDROOM PRIVATEWC&TV 15MIN AIRPORT & FIBES";199762402;"Jon Fer";"Este - Alcosa - Torreblanca";"Colores, Entreparques";37,40289;-5,92547;"Private room";35;61;0;"";0;2;90;0;"";3,55534806148941;4,11087386417331;"Private room";0
"3337";"Fabuloso apartamento junto al centro de la ciudad";121017540;"Fernando";"San Pablo - Santa Justa";"San José Obrero";37,39614;-5,97573;"Entire home/apt";59;30;25;"2022-09-01";0,72;1;142;3;"VFT/SE/04939";4,07753744390572;3,40119738166216;"Entire home/apt";0
"3338";"APARTAMENTO LAS MUSAS";304813162;"Maria Jesus";"Macarena - Norte";"La Bachillera";37,43789;-6,03888;"Entire home/apt";64;1;92;"2022-08-28";2,62;1;196;58;"CTC2019187273";4,15888308335967;0;"Entire home/apt";0
"3339";"Reformado, 3 habitaciones, 7 min estación de tren";304864385;"Mercedes Y Ana";"San Pablo - Santa Justa";"San José Obrero";37,39681;-5,97444;"Entire home/apt";87;2;39;"2022-07-13";1,11;1;74;26;"VFT/SE/06243";4,46590811865458;0,693147180559945;"Entire home/apt";0
"3340";"Apartamento UNICO Alcázar";304903777;"Ana";"Casco Antiguo";"Santa Cruz";37,38235;-5,99031;"Entire home/apt";97;2;56;"2022-09-07";1,58;1;275;26;"CTC-2019148934";4,57471097850338;0,693147180559945;"Entire home/apt";1
"3341";"Apartamento ideal en la Alameda de Hércules centro";4380388;"Carmen";"Casco Antiguo";"Feria";37,4003;-5,99331;"Entire home/apt";76;3;36;"2022-09-21";1,08;1;63;26;"VFT/SE/04553";4,33073334028633;1,09861228866811;"Entire home/apt";1
"3342";"2 BEDROOM APARTMENT IN TRIANA + WIFI";9464382;"Thiago Y Miguel";"Triana";"Triana Casco Antiguo";37,38749;-6,00737;"Entire home/apt";68;3;45;"2022-09-11";1,28;10;161;25;"VFT/SE/06331";4,21950770517611;1,09861228866811;"Entire home/apt";0
"3343";"Casa muy linda y preciosa en Sevilla 5";172708476;"Rafaela";"Este - Alcosa - Torreblanca";"Colores, Entreparques";37,38403;-5,90507;"Private room";80;1;2;"2022-05-19";0,38;5;365;2;"aquí 20621";4,38202663467388;0;"Private room";0
"3344";"Soleado piso, 6 balcones con  maravillosas vistas.";39710869;"Garlea";"Casco Antiguo";"Encarnación, Regina";37,393;-5,99349;"Entire home/apt";170;2;161;"2022-09-23";4,62;2;169;83;"VFT/SE/06394";5,13579843705026;0,693147180559945;"Entire home/apt";1
"3345";"CLB F. Rubio";119408720;"Álvaro";"Casco Antiguo";"San Bartolomé";37,38713;-5,98881;"Entire home/apt";65;2;27;"2022-09-08";0,76;4;313;7;"CTC-2019194923";4,17438726989564;0,693147180559945;"Entire home/apt";1
"3346";"Espacioso Apartamento Superior  en Patio Sevillano";174163139;"PATIOS De La CARTUJA";"Casco Antiguo";"San Lorenzo";37,40082;-5,99505;"Entire home/apt";94;1;0;"";0;3;0;0;"A/SE00015";4,54329478227;0;"Entire home/apt";1
"3347";"Tranquilo y Bonito Apartamento Triana";51928509;"Cristina";"Triana";"Triana Oeste";37,38895;-6,00964;"Entire home/apt";81;1;310;"2022-09-18";8,82;2;291;130;"VFT/SE/01840";4,39444915467244;0;"Entire home/apt";0
"3348";"ARCHITECTURE AWARDED LOFT ALAMEDA SEVILLE CENTER";82085550;"Irene";"Casco Antiguo";"San Lorenzo";37,39732;-5,99548;"Entire home/apt";160;2;17;"2022-09-18";0,48;1;49;11;"CTC-2019188344";5,07517381523383;0,693147180559945;"Entire home/apt";1
"3349";"Bonito y Cómodo apartamento Triana";51928509;"Cristina";"Triana";"Triana Oeste";37,38992;-6,01024;"Entire home/apt";68;1;245;"2022-09-23";7,05;2;330;113;"VFT/SE/01840";4,21950770517611;0;"Entire home/apt";0
"3350";"Habitación grande con baño privado en el centro. 2";7087304;"Ana";"Casco Antiguo";"Encarnación, Regina";37,396;-5,9942;"Private room";61;3;45;"2022-09-19";1,33;5;45;41;"VFT/SE/01733";4,11087386417331;1,09861228866811;"Private room";1
"3351";"DOUBLE BEDROOM PRIVATEWC&TV 15MIN AIRPORT&FIBES";199762402;"Jon Fer";"Este - Alcosa - Torreblanca";"Colores, Entreparques";37,4028;-5,9205;"Private room";36;2;36;"2022-08-31";1,02;2;58;15;"Exempt";3,58351893845611;0,693147180559945;"Private room";0
"3352";"HANDMADE HOME AIRPORT WI-FI, NETFLIX. PARKING.";2055656;"Susana";"San Pablo - Santa Justa";"San Pablo D y E";37,399208;-5,959951;"Entire home/apt";82;1;302;"2022-09-22";8,73;1;109;115;"VFT/SE/08495";4,40671924726425;0;"Entire home/apt";0
"3353";"Nice Apartment next to Guadalquivir";305485166;"Juan José";"Casco Antiguo";"San Vicente";37,39561;-6,00107;"Entire home/apt";104;1;21;"2022-05-14";0,6;1;81;5;"VFT/SE/05944";4,64439089914137;0;"Entire home/apt";1
"3354";"Acogedor apartamento en pleno Triana";14958822;"Nacho";"Triana";"Triana Este";37,38251;-6,00524;"Entire home/apt";105;2;5;"2022-08-06";0,15;125;76;2;"CTC-2019185789";4,65396035015752;0,693147180559945;"Entire home/apt";0
"3355";"Fantastic AP in the heart of the city";243308448;"Fabio";"Casco Antiguo";"Encarnación, Regina";37,39341;-5,99411;"Entire home/apt";64;3;61;"2022-09-11";1,73;26;129;38;"VFT/SE/05597";4,15888308335967;1,09861228866811;"Entire home/apt";1
"3356";"Acogedor Apartamento en el Arenal";14958822;"Nacho";"Casco Antiguo";"Arenal";37,385;-5,99647;"Entire home/apt";91;2;17;"2022-09-18";0,49;125;94;13;"VFT/SE/06915";4,51085950651685;0,693147180559945;"Entire home/apt";1
"3357";"Casa Mora Triana. Ático-dúplex con terraza mirador";51077207;"Juanma";"Triana";"Triana Casco Antiguo";37,38571;-6,00429;"Entire home/apt";119;2;119;"2022-09-21";3,4;1;174;75;"VFT/SE/05347";4,77912349311153;0,693147180559945;"Entire home/apt";0
"3358";"Casa Din";111577075;"Prado";"Casco Antiguo";"San Bartolomé";37,38882;-5,98647;"Private room";30;5;0;"";0;1;44;0;"Exempt";3,40119738166216;1,6094379124341;"Private room";1
"3360";"Apartamento en San Vicente";307097079;"María";"Casco Antiguo";"San Vicente";37,39563;-5,999;"Entire home/apt";102;3;5;"2020-03-08";0,15;2;0;0;"VFT/SE/06125";4,62497281328427;1,09861228866811;"Entire home/apt";1
"3361";"Ático céntrico, Terraza climatizada en San Julián";388170687;"Bruno";"Casco Antiguo";"San Julián";37,39944;-5,98481;"Entire home/apt";89;2;42;"2022-09-11";1,23;4;52;20;"VFT/SE/06385";4,48863636973214;0,693147180559945;"Entire home/apt";1
"3362";"Céntriko - Ático";305225950;"Céntriko";"Casco Antiguo";"Alfalfa";37,38913;-5,99243;"Entire home/apt";156;1;48;"2022-09-13";1,97;13;203;37;"CTC-2019059289";5,04985600724954;0;"Entire home/apt";1
"3363";"Centro Histórico - Patio en Santa Cruz - Tranquilo";24662280;"Inma Y Ricardo";"Casco Antiguo";"San Bartolomé";37,38614;-5,98678;"Entire home/apt";60;2;3;"2020-03-09";0,1;5;1;0;"VFT/SE/06946";4,0943445622221;0,693147180559945;"Entire home/apt";1
"3364";"Apartamento Familiar San Julian";287871445;"Juan Y Laura";"Casco Antiguo";"San Julián";37,39919;-5,98543;"Entire home/apt";106;2;4;"2022-01-21";0,34;25;44;4;"VFT/SE/04204";4,66343909411207;0,693147180559945;"Entire home/apt";1
"3365";"New apartment 5min from Basilica de la Macarena";306966622;"Jorge";"Casco Antiguo";"San Gil";37,40057;-5,98548;"Entire home/apt";61;3;34;"2022-09-18";0,99;1;79;25;"CTC-2019198392";4,11087386417331;1,09861228866811;"Entire home/apt";1
"3366";"The Old Print House - Space Maison Apartments";57717385;"Space Maison";"Casco Antiguo";"Santa Cruz";37,38857;-5,99253;"Entire home/apt";177;1;84;"2022-09-20";2,41;13;30;48;"VFT/SE/02178";5,17614973257383;0;"Entire home/apt";1
"3367";"Apartamento cerca a Alameda de Hércules";189203635;"Juan Antonio";"Casco Antiguo";"San Julián";37,39556;-5,98638;"Entire home/apt";50;1;10;"2020-03-12";0,29;9;165;0;"Exempt";3,91202300542815;0;"Entire home/apt";1
"3369";"Preciosa habitación con terraza ajardinada común 1";7087304;"Ana";"Casco Antiguo";"Feria";37,39738;-5,99408;"Private room";55;4;3;"2020-01-27";0,09;5;24;0;"VFT/SE/01733";4,00733318523247;1,38629436111989;"Private room";1
"3370";"Teodosio  Apartment Sevilla";25643998;"Fernando Y Guille";"Casco Antiguo";"San Vicente";37,39559;-5,99744;"Entire home/apt";76;2;2;"2022-06-03";0,3;12;200;2;"VFT/SE/00813";4,33073334028633;0,693147180559945;"Entire home/apt";1
"3371";"COZY APARTMENT IN THE CENTER OF SEVILLE";16993440;"Angy";"Casco Antiguo";"San Gil";37,4023;-5,99077;"Entire home/apt";71;1;83;"2022-09-24";2,42;1;118;30;"CTC-2019190921";4,26267987704132;0;"Entire home/apt";1
"3372";"Habitación luminosa y muy tranquila";307818074;"Alameda";"Casco Antiguo";"Feria";37,40029;-5,99224;"Private room";36;2;22;"2022-09-08";0,63;1;45;2;"Exempt";3,58351893845611;0,693147180559945;"Private room";1
"3373";"Amplio y Luminoso en el Corazón de Sevilla";309122725;"Rocio";"Triana";"Triana Oeste";37,38712;-6,00844;"Entire home/apt";187;3;0;"";0;2;24;0;"VFT/SE/01068";5,23110861685459;1,09861228866811;"Entire home/apt";0
"3374";"Preciosa habitación con terraza ajardinada común 3";7087304;"Ana";"Casco Antiguo";"Feria";37,39627;-5,99228;"Private room";40;5;5;"2022-09-18";1,92;5;0;5;"VFT/SE/01733";3,68887945411394;1,6094379124341;"Private room";1
"3375";"Céntriko - A.Quintero (V)";305225950;"Céntriko";"Casco Antiguo";"Santa Cruz";37,38862;-5,99234;"Entire home/apt";158;1;8;"2022-06-06";0,49;13;240;6;"CTC-2019059289";5,06259503302697;0;"Entire home/apt";1
"3376";"Luminoso apto. Sevilla centro, junto a Las Setas.";121109210;"Carmen";"Casco Antiguo";"Encarnación, Regina";37,394661;-5,992607;"Entire home/apt";68;3;75;"2022-09-08";2,2;3;313;54;"VFT/SE/06589";4,21950770517611;1,09861228866811;"Entire home/apt";1
"3377";"Apartamento acogedor en pleno centro histórico";88476991;"Maralyn";"Casco Antiguo";"San Julián";37,396;-5,98732;"Entire home/apt";130;1;2;"2020-01-02";0,06;1;24;0;"CTC-2019202836";4,86753445045558;0;"Entire home/apt";1
"3378";"Apartment New Square in front of Cathedral";144100195;"Francisco Jose";"Casco Antiguo";"Arenal";37,38659;-5,99663;"Entire home/apt";82;1;45;"2022-09-25";1,43;6;22;42;"VFT/SE/02370";4,40671924726425;0;"Entire home/apt";1
"3379";"APARTAMENTO CON TERRAZA Y FREE-PARKING EN SANLUIS";94616359;"Ramon";"Casco Antiguo";"Feria";37,39891;-5,98982;"Entire home/apt";115;230;0;"";0;1;331;0;"VFT-SE-05478";4,74493212836325;5,4380793089232;"Entire home/apt";1
"3380";"San Antonio Donkey";63098625;"Donkey";"Casco Antiguo";"San Lorenzo";37,39832;-5,99933;"Entire home/apt";69;1;8;"2020-10-12";0,23;19;0;0;"VFT/SE/05956";4,23410650459726;0;"Entire home/apt";1
"3381";"Céntriko - A.Quintero (II)";305225950;"Céntriko";"Casco Antiguo";"Arenal";37,38776;-5,99443;"Entire home/apt";99;1;54;"2022-09-18";3,01;13;213;37;"CTC-2019059289";4,59511985013459;0;"Entire home/apt";1
"3382";"Céntriko - A.Quintero (III)";305225950;"Céntriko";"Casco Antiguo";"Santa Cruz";37,38753;-5,99258;"Entire home/apt";158;1;4;"2022-09-12";0,44;13;266;4;"CTC-2019059289";5,06259503302697;0;"Entire home/apt";1
"3383";"Triplex inTypical Triana Courtyard-Private Terrace";14958822;"Nacho";"Triana";"Triana Casco Antiguo";37,38657;-6,00473;"Entire home/apt";106;2;49;"2022-09-09";1,44;125;74;33;"VFT/SE/06998";4,66343909411207;0,693147180559945;"Entire home/apt";0
"3384";"Céntriko - A.Quintero (IV)";305225950;"Céntriko";"Casco Antiguo";"Santa Cruz";37,38706;-5,99388;"Entire home/apt";99;1;42;"2022-09-16";2,98;13;184;33;"CTC-2019059289";4,59511985013459;0;"Entire home/apt";1
"3385";"El Apartamento de Rosi";94660309;"César";"Casco Antiguo";"San Gil";37,40195;-5,99327;"Entire home/apt";58;2;27;"2022-09-21";0,87;1;51;24;"VFT/SE/06204";4,06044301054642;0,693147180559945;"Entire home/apt";1
"3386";"Céntriko - A.Quintero (I)";305225950;"Céntriko";"Casco Antiguo";"Alfalfa";37,38874;-5,99454;"Entire home/apt";119;1;24;"2022-06-25";1,55;13;292;19;"CTC-2019059289";4,77912349311153;0;"Entire home/apt";1
"3387";"Apartamento Triana-Centro con PARKING disponible";309657647;"Rafael";"Triana";"Triana Oeste";37,38953;-6,01011;"Entire home/apt";105;2;8;"2020-03-09";0,23;1;27;0;"CTC-2019191635";4,65396035015752;0,693147180559945;"Entire home/apt";0
"3388";"Las Americas Residential Complex | Parking & Metro";310399103;"Joanna";"Sur";"Polígono Sur";37,36452;-5,95498;"Entire home/apt";61;3;8;"2021-04-02";0,23;1;0;0;"VFT/SE/06501";4,11087386417331;1,09861228866811;"Entire home/apt";0
"3389";"Acogedor dúplex en Macarena-Parlamento Alameda";55540853;"Miguel";"Macarena";"Doctor Barraquer, G. Renfe, Policlínico";37,40404;-5,9901;"Entire home/apt";125;2;31;"2022-09-20";0,93;2;172;22;"VFT/SE/06483";4,8283137373023;0,693147180559945;"Entire home/apt";0
"3390";"Tranquilo apartamento céntrico en Sevilla";176019915;"Alberto";"Casco Antiguo";"San Julián";37,39722;-5,98361;"Entire home/apt";65;2;104;"2022-09-25";3,06;1;115;61;"VFT/SE/06686";4,17438726989564;0,693147180559945;"Entire home/apt";1
"3391";"Cozy Flat On Center";38925553;"Andy";"Casco Antiguo";"San Lorenzo";37,39907;-5,99522;"Entire home/apt";67;4;54;"2022-09-24";1,56;4;23;35;"VFT/SE/03962";4,20469261939097;1,38629436111989;"Entire home/apt";1
"3392";"Double Private room with AC main center";38925553;"Andy";"Casco Antiguo";"San Lorenzo";37,3981;-5,99444;"Private room";46;4;77;"2022-09-15";2,23;4;47;41;"VFT/SE/03962";3,8286413964891;1,38629436111989;"Private room";1
