"";"name";"host_id";"host_name";"neighbourhood_group";"neighbourhood";"latitude";"longitude";"room_type";"price";"minimum_nights";"number_of_reviews";"last_review";"reviews_per_month";"calculated_host_listings_count";"availability_365";"number_of_reviews_ltm";"license";"log_price";"log_minimum_nights";"dummy_room_type";"dummy_ng"
"1256";"SPACIOUS & CENTRAL APARTMENT WITH NICE TERRACE 2ºC";121550392;"Enrique";"Casco Antiguo";"San Bartolomé";37,3884;-5,987;"Entire home/apt";69;2;176;"2022-09-11";2,64;3;139;41;"VFT/SE/00459";4,23410650459726;0,693147180559945;"Entire home/apt";1
"1257";"Sevilla. Downtown. Apartment with parking included";121734613;"Angela";"Casco Antiguo";"San Lorenzo";37,39706;-5,99432;"Entire home/apt";79;2;141;"2022-07-05";2,11;1;80;4;"VTF/SE/02278";4,36944785246702;0,693147180559945;"Entire home/apt";1
"1258";"The light of Seville in a room";121806089;"Antonia";"Este - Alcosa - Torreblanca";"Colores, Entreparques";37,40065;-5,93119;"Private room";61;2;100;"2022-09-24";1,5;1;354;25;"VFT/SE/04815";4,11087386417331;0,693147180559945;"Private room";0
"1259";"EXCELLENT,CENTRAL & VERY BRIGHT APARTMENT (2D)";121550392;"Enrique";"Nervión";"La Florida";37,38667;-5,98534;"Entire home/apt";69;2;151;"2022-06-26";2,26;3;145;37;"CTC-2018167881";4,23410650459726;0,693147180559945;"Entire home/apt";0
"1260";"Central, Bright and Views, Nervión";120865848;"Rosario";"Nervión";"La Buhaira";37,38322;-5,97958;"Entire home/apt";65;2;60;"2019-05-12";0,9;1;300;0;"VFT/SE/1690";4,17438726989564;0,693147180559945;"Entire home/apt";0
"1261";"My Little Loft in the Heart of Seville";11263265;"Sebastian Y Ricardo";"Casco Antiguo";"Arenal";37,38869;-5,99723;"Entire home/apt";82;2;149;"2021-11-01";2,23;29;289;4;"VFT/SE/00897";4,40671924726425;0,693147180559945;"Entire home/apt";1
"1262";"Wide & Relaxing w/ Patio in Historic Center";31420918;"Eva Recommends";"Casco Antiguo";"Feria";37,39668;-5,99231;"Entire home/apt";80;1;9;"2022-06-01";0,13;15;175;4;"VFT/SE/02027";4,38202663467388;0;"Entire home/apt";1
"1263";"nice room in Triana";8481084;"Angela";"Triana";"Triana Casco Antiguo";37,38397;-6,00435;"Private room";46;4;13;"2022-05-09";0,2;1;58;3;"CTC-2018171211";3,8286413964891;1,38629436111989;"Private room";0
"1264";"Junto a la Macarena y a orillas del Guadalquivir";122062755;"Pedro";"Macarena";"Doctor Barraquer, G. Renfe, Policlínico";37,40765;-5,99081;"Entire home/apt";97;2;70;"2022-08-29";1,05;1;76;23;"VFT/SE/04114";4,57471097850338;0,693147180559945;"Entire home/apt";0
"1265";"1 TRIANA CENTRO GIRALDA CATEDRAL Alcanzar 2 pax";84152128;"Inmaculada";"Triana";"Triana Este";37,37911;-6,00052;"Private room";49;1;462;"2022-09-23";6,92;3;87;88;"Registrado";3,89182029811063;0;"Private room";0
"1266";"Comfy app  in Seville (terrace, pool & garage)";76303489;"Alejandro";"Palmera - Bellavista";"Pedro Salvador, Las Palmeritas";37,3558;-5,97573;"Entire home/apt";100;2;143;"2022-09-10";2,16;2;321;38;"VFT/SE/02176";4,60517018598809;0,693147180559945;"Entire home/apt";0
"1267";"LOVELY ARTIST HOME";37266148;"Laura";"Macarena";"Retiro Obrero";37,40297;-5,97739;"Entire home/apt";57;2;127;"2022-09-23";1,89;1;96;13;"VFT/SE/02289";4,04305126783455;0,693147180559945;"Entire home/apt";0
"1268";"Lovely & Chic Apt in the ❤ of Seville";122370934;"Ita";"Nervión";"San Bernardo";37,38368;-5,98419;"Entire home/apt";100;2;139;"2022-06-16";2,29;1;66;12;"VFT/SE/02270";4,60517018598809;0,693147180559945;"Entire home/apt";0
"1269";"Pureza St. Triana. Nice apartment just renovated";69367484;"Lola";"Casco Antiguo";"Arenal";37,38398;-5,99822;"Entire home/apt";59;2;221;"2021-01-10";3,31;2;0;0;"VFT/SE/01863";4,07753744390572;0,693147180559945;"Entire home/apt";1
"1270";"Bonito y céntrico apartamento";35193459;"Javier";"Nervión";"La Buhaira";37,38168;-5,98195;"Entire home/apt";85;2;227;"2022-09-14";3,41;2;328;51;"CTC-2017051938";4,44265125649032;0,693147180559945;"Entire home/apt";0
"1271";"San Miguel Apartment";16102278;"Miguel";"Casco Antiguo";"Encarnación, Regina";37,394321;-5,994839;"Entire home/apt";69;2;115;"2022-09-22";2,75;1;122;27;"CTC-2019000631";4,23410650459726;0,693147180559945;"Entire home/apt";1
"1272";"A2_Ubicación inmejorable! Al lado de la CATEDRAL";8445851;"Barbara & Barbara";"Casco Antiguo";"Santa Cruz";37,38561;-5,99248;"Entire home/apt";107;5;350;"2022-09-24";5,24;4;173;64;"VFT/SE/01735";4,67282883446191;1,6094379124341;"Entire home/apt";1
"1273";"Apto. Centro Histórico. Parking free. VTF SE 01906";52912388;"Ernesto";"Casco Antiguo";"San Julián";37,39608;-5,9858;"Entire home/apt";70;3;97;"2022-09-25";1,47;1;148;25;"Código Registro Turismo de Andalucía CTC-2017042447. Signatura RTA VFT/SE/01906";4,24849524204936;1,09861228866811;"Entire home/apt";1
"1274";"Ático en plena Alameda de Hércules con terraza";16166258;"Juan Manuel";"Casco Antiguo";"San Gil";37,40122;-5,99334;"Entire home/apt";84;2;131;"2022-09-24";1,98;1;72;42;"VFT/SE/01927";4,43081679884331;0,693147180559945;"Entire home/apt";1
"1275";"Luminoso piso con encanto,nuevo,centro de Sevilla";92500172;"José";"Casco Antiguo";"San Bartolomé";37,38911;-5,98629;"Entire home/apt";93;2;205;"2022-09-17";3,12;1;89;67;"VFT/SE/02294";4,53259949315326;0,693147180559945;"Entire home/apt";1
"1276";"Ático Nuevo Centro de Sevilla sin Gastos limpieza!";122699701;"Raquel";"Casco Antiguo";"Encarnación, Regina";37,3936;-5,98942;"Entire home/apt";90;2;308;"2022-09-22";4,61;1;58;72;"VFT/SE/01603";4,49980967033027;0,693147180559945;"Entire home/apt";1
"1277";"Loft in the CITY CENTRE with FREE PARKING";84639742;"Mari Paz";"Casco Antiguo";"Feria";37,39711;-5,99033;"Entire home/apt";76;4;168;"2020-03-10";2,51;1;0;0;"VFT/SE/01913";4,33073334028633;1,38629436111989;"Entire home/apt";1
"1278";"Coqueto piso en el corazón de Triana";122721760;"Virginia,Pepi Y Mariluz";"Triana";"Triana Casco Antiguo";37,38688;-6,00576;"Entire home/apt";65;2;74;"2022-05-07";1,11;1;41;14;"VTF/SE/01329";4,17438726989564;0,693147180559945;"Entire home/apt";0
"1279";"CENTER'S NEST";19949618;"Carlos";"Casco Antiguo";"Encarnación, Regina";37,39374;-5,99475;"Entire home/apt";71;2;362;"2022-09-08";5,54;4;344;70;"VFT/SE/03443";4,26267987704132;0,693147180559945;"Entire home/apt";1
"1280";"Luxury & central apartment FREE PARKING AND WIFI";39892328;"José Abraham";"Casco Antiguo";"Santa Catalina";37,3938;-5,98673;"Entire home/apt";151;3;217;"2022-09-17";3,27;1;168;42;"VFT/SE/01885";5,01727983681492;1,09861228866811;"Entire home/apt";1
"1281";"Luminoso y tranquilo apartamento zona Macarena";45020850;"Ana";"Casco Antiguo";"San Gil";37,40181;-5,98946;"Entire home/apt";51;4;79;"2022-09-13";1,2;2;116;23;"VFT-SE-02166";3,93182563272433;1,38629436111989;"Entire home/apt";1
"1282";"Apartamento en Alameda de Hércules";122894131;"Lourdes";"Casco Antiguo";"San Gil";37,40106;-5,99351;"Entire home/apt";98;2;31;"2022-04-17";0,47;1;0;14;"VFT/SE/05175";4,58496747867057;0,693147180559945;"Entire home/apt";1
"1283";"Apartment in the Historic Center";14958822;"Nacho";"Casco Antiguo";"San Bartolomé";37,38898;-5,98803;"Entire home/apt";99;1;163;"2022-09-02";2,46;125;77;23;"VFT/SE/01777";4,59511985013459;0;"Entire home/apt";1
"1284";"Casa de Mariana 1.  COME TO SEVILLA";54707660;"Lukanda";"Casco Antiguo";"Santa Cruz";37,38382;-5,99186;"Entire home/apt";100;1;3;"2021-02-14";0,08;29;220;0;"H/SE/01051";4,60517018598809;0;"Entire home/apt";1
"1285";"Lovely Atico Suite";122996243;"Maria Inmaculada";"Casco Antiguo";"Museo";37,39157;-6,00222;"Entire home/apt";65;2;280;"2022-09-11";4,22;3;57;52;"VFT/SE/01836";4,17438726989564;0,693147180559945;"Entire home/apt";1
"1286";"Lovely Balcony Suite";122996243;"Maria Inmaculada";"Casco Antiguo";"Museo";37,39095;-6,00207;"Entire home/apt";68;2;240;"2022-09-23";3,88;3;49;72;"VFT/SE/01836";4,21950770517611;0,693147180559945;"Entire home/apt";1
"1287";"Hostly Rivero 1A Loft terrace-fibre-park op-CLess";3173171;"Joaquín Y Natalia";"Casco Antiguo";"Alfalfa";37,39219;-5,99476;"Entire home/apt";135;2;319;"2022-09-24";4,83;29;167;60;"A/SE/00268";4,90527477843843;0,693147180559945;"Entire home/apt";1
"1288";"Infantes";89331773;"Veoapartment";"Casco Antiguo";"Feria";37,39679;-5,98962;"Entire home/apt";86;1;37;"2022-06-24";0,56;36;349;8;"VFT/SE/00333";4,45434729625351;0;"Entire home/apt";1
"1289";"Quiet and Warming apartment in Triana";11263265;"Sebastian Y Ricardo";"Triana";"Triana Casco Antiguo";37,38435;-6,00249;"Entire home/apt";102;2;94;"2022-08-20";1,43;29;279;28;"VFT/SE/01612";4,62497281328427;0,693147180559945;"Entire home/apt";0
"1290";"Spacious & Modern in an ideal location";42561439;"Pedro";"Los Remedios";"Los Remedios";37,37817;-5,99778;"Entire home/apt";85;2;93;"2022-09-25";1,53;1;96;17;"VFT/SE/00026";4,44265125649032;0,693147180559945;"Entire home/apt";0
"1291";"THE HOME of Javi and Maria Jesus";48258345;"Javi Y Maria Jesus";"Casco Antiguo";"Feria";37,39813;-5,99021;"Entire home/apt";69;3;151;"2022-09-14";2,27;1;110;29;"VFT/SE/02057";4,23410650459726;1,09861228866811;"Entire home/apt";1
"1292";"Studio in Sevillian patio";123231691;"Rocío";"Casco Antiguo";"Alfalfa";37,39179;-5,98884;"Entire home/apt";82;2;26;"2021-10-04";0,39;2;39;1;"CTC-2018166974";4,40671924726425;0,693147180559945;"Entire home/apt";1
"1293";"Desde Triana a Sevilla";123385353;"Enrique";"Triana";"Triana Este";37,37701;-6,00497;"Entire home/apt";114;3;14;"2022-05-23";0,21;1;346;4;"VFT/SE/02015";4,7361984483945;1,09861228866811;"Entire home/apt";0
"1294";"Studio + Private typical patio + Kitchen";124996743;"Francisco Javier";"Palmera - Bellavista";"Heliópolis";37,35506;-5,98605;"Entire home/apt";56;2;40;"2022-07-29";0,61;2;24;6;"VFT/SE/03887";4,02535169073515;0,693147180559945;"Entire home/apt";0
"1295";"Estudio Casco Antigüo +Terraza Privada+WiFi Cable";123405149;"Carmen";"Casco Antiguo";"San Bartolomé";37,38864;-5,98538;"Entire home/apt";73;6;16;"2022-04-30";0,25;2;120;1;"VFT/SE/03982";4,29045944114839;1,79175946922805;"Entire home/apt";1
"1297";"Habitación con baño privado y terraza";5350244;"Jorge";"Triana";"Triana Oeste";37,38704;-6,0314;"Private room";40;2;147;"2022-09-11";2,23;1;78;12;"Exempt";3,68887945411394;0,693147180559945;"Private room";0
"1298";"Apartamento diseño centro histórico";123486431;"Teresa Y Daniel";"Casco Antiguo";"San Lorenzo";37,4022;-5,99525;"Entire home/apt";52;1;382;"2022-09-05";5,73;1;233;67;"VFT-SE-01879";3,95124371858143;0;"Entire home/apt";1
"1299";"Piso luminoso, amplio y tranquilo en Triana";45020850;"Ana";"Triana";"Triana Oeste";37,3859;-6,01288;"Entire home/apt";80;3;49;"2022-09-14";0,75;2;136;10;"VFT/SE/02978";4,38202663467388;1,09861228866811;"Entire home/apt";0
"1300";"Amazing Flat with a view in historic district.";123624075;"Maru";"Casco Antiguo";"Feria";37,39895;-5,98938;"Entire home/apt";48;2;193;"2020-03-14";2,9;1;216;0;"Ctc-2017037480";3,87120101090789;0,693147180559945;"Entire home/apt";1
"1301";"HABITACIÓN CON LITERA";48430502;"Hedyeh";"Casco Antiguo";"Alfalfa";37,39202;-5,99064;"Private room";34;4;169;"2022-09-17";2,55;5;303;45;"VFT/SE/03683";3,52636052461616;1,38629436111989;"Private room";1
"1302";"Habit. Doble con encanto y luminosidad/Baño Privad";117031966;"Gloria";"Nervión";"an Roque";37,38973;-5,98159;"Private room";51;2;155;"2022-09-11";2,34;2;108;3;"VFT/SE/03200";3,93182563272433;0,693147180559945;"Private room";0
"1303";"Sevilla Estudio junto a Las Setas, VFT/SE/03169";123773108;"Vanesa";"Casco Antiguo";"Encarnación, Regina";37,39363;-5,99071;"Entire home/apt";49;2;310;"2022-09-21";4,66;2;125;70;"VFT/SE/03169";3,89182029811063;0,693147180559945;"Entire home/apt";1
"1304";"Galera Donkey";63098625;"Donkey";"Casco Antiguo";"Arenal";37,38783;-5,99914;"Entire home/apt";140;1;53;"2022-06-28";0,81;19;52;2;"VFT/SE/01762";4,9416424226093;0;"Entire home/apt";1
"1305";"Bright Apartment, heart of downtown area. 1E";6588832;"Jose Luis";"Casco Antiguo";"Alfalfa";37,39218;-5,99455;"Entire home/apt";142;2;176;"2022-09-16";2,66;21;135;36;"VFT/SE/01778";4,95582705760126;0,693147180559945;"Entire home/apt";1
"1306";"Acogedor loft en Triana";50474476;"Domingo";"Triana";"Triana Oeste";37,38233;-6,00758;"Entire home/apt";49;25;31;"2022-08-31";0,47;1;268;6;"VFT/SE/05809";3,89182029811063;3,2188758248682;"Entire home/apt";0
"1307";"BajoTriana";124051762;"Luis";"Triana";"Triana Casco Antiguo";37,38578;-6,00618;"Entire home/apt";55;2;73;"2020-03-04";1,1;1;0;0;"VFT/SE/01851";4,00733318523247;0,693147180559945;"Entire home/apt";0
"1308";"Magdalena, 8 minutes Cathedral";124061567;"Maria Luisa";"Casco Antiguo";"Museo";37,38989;-5,9991;"Entire home/apt";129;3;161;"2022-09-21";2,45;2;61;51;"VFT/SE/01846";4,85981240436167;1,09861228866811;"Entire home/apt";1
"1309";"Estudio SanEsteban19, centro Sevilla
VFT/SE/01952";20234432;"Espe";"Casco Antiguo";"San Bartolomé";37,38875;-5,9853;"Entire home/apt";54;2;220;"2022-09-14";3,32;1;142;58;"VFT/SE/01952";3,98898404656427;0,693147180559945;"Entire home/apt";1
"1311";"El Loft de Heracles";25643998;"Fernando Y Guille";"Casco Antiguo";"Feria";37,40027;-5,99323;"Entire home/apt";57;2;77;"2022-07-17";1,16;12;289;1;"VFT/SE/01765";4,04305126783455;0,693147180559945;"Entire home/apt";1
"1312";"Alfalfa Home";123231691;"Rocío";"Casco Antiguo";"Alfalfa";37,39105;-5,99332;"Entire home/apt";84;2;45;"2022-04-22";0,68;2;38;3;"CTC-2018166993";4,43081679884331;0,693147180559945;"Entire home/apt";1
"1313";"Casa de Vero";124297055;"Vero";"Macarena";"Hermandades, La Carrasca";37,40922;-5,98044;"Entire home/apt";60;3;45;"2022-07-10";0,69;1;200;17;"VFT/SE/01848";4,0943445622221;1,09861228866811;"Entire home/apt";0
"1314";"Spectacular Triplex close to the Cathedral";3451296;"Boutike";"Casco Antiguo";"Santa Cruz";37,38633;-5,99024;"Entire home/apt";210;1;147;"2022-08-31";2,41;22;124;36;"VFT/SE/06544";5,34710753071747;0;"Entire home/apt";1
"1315";"Wonderful apartament in Sevilla city center";86465753;"Mónica";"Casco Antiguo";"San Lorenzo";37,40245;-5,99621;"Entire home/apt";53;2;36;"2020-12-17";0,54;1;0;0;"0020057/4/A05D";3,97029191355212;0,693147180559945;"Entire home/apt";1
"1316";"Apartment Seville's historic centre 2-8 people";123766166;"Ana";"Casco Antiguo";"Feria";37,39573;-5,99124;"Entire home/apt";108;2;120;"2022-09-18";1,84;1;9;1;"VFT/SE/02830";4,68213122712422;0,693147180559945;"Entire home/apt";1
"1317";"Apartment in the center of the city with parking";124421355;"Concha";"Casco Antiguo";"Encarnación, Regina";37,39527;-5,99483;"Entire home/apt";70;3;392;"2022-09-12";5,91;2;272;53;"VFT/SE/01950";4,24849524204936;1,09861228866811;"Entire home/apt";1
"1319";"APARTMENT CLOSE TO THE CATHEDRAL AND THE ALCAZAR";9464382;"Thiago Y Miguel";"Casco Antiguo";"San Bartolomé";37,38634;-5,98777;"Entire home/apt";82;2;313;"2022-09-11";4,71;10;125;65;"VFT/SE/06946";4,40671924726425;0,693147180559945;"Entire home/apt";1
"1320";"La encarnación, Centro de Sevilla";20280248;"Concha";"Casco Antiguo";"Alfalfa";37,391659;-5,994617;"Private room";35;2;45;"2022-09-11";0,68;1;37;23;"CTC-2018183740";3,55534806148941;0,693147180559945;"Private room";1
"1321";"Downtown Apartment San Lorenzo.";124661493;"Maria";"Casco Antiguo";"San Lorenzo";37,39716;-5,99681;"Entire home/apt";58;2;133;"2022-09-18";2,01;2;243;35;"VFT/SE/02745";4,06044301054642;0,693147180559945;"Entire home/apt";1
"1322";"Monkeys Luxury Apartment Pureza AT1.";49873291;"Monkeys Apartments";"Triana";"Triana Casco Antiguo";37,38426;-6,00125;"Entire home/apt";118;2;178;"2022-09-01";2,68;23;320;15;"VFT/SE/03133";4,77068462446567;0,693147180559945;"Entire home/apt";0
"1323";"Sevilla capital,Triana.Pequeño loft independiente";124683501;"Fran";"Triana";"Triana Oeste";37,3843;-6,01273;"Entire home/apt";58;2;131;"2022-09-18";1,97;1;145;29;"VFT/SE/04205";4,06044301054642;0,693147180559945;"Entire home/apt";0
"1324";"Beautiful studio-appartment in Triana";3640880;"Eric";"Triana";"Triana Casco Antiguo";37,38665;-6,00312;"Entire home/apt";65;2;153;"2022-09-21";2,31;1;145;53;"CTC-2018157830";4,17438726989564;0,693147180559945;"Entire home/apt";0
"1325";"¡¡Vamonos ""pa"" Sevilla chiquilla !!";15880195;"Maribel";"Macarena - Norte";"Consolación";37,41493;-5,96796;"Private room";25;2;47;"2022-05-24";0,71;2;82;14;"Exempt";3,2188758248682;0,693147180559945;"Private room";0
"1326";"Luxury apt in front of the Cathedral-Conteros";3451296;"Boutike";"Casco Antiguo";"Santa Cruz";37,38823;-5,99379;"Entire home/apt";178;1;173;"2022-08-31";2,7;22;138;45;"VFT/SE/06542 - VFT/SE/07851";5,18178355029209;0;"Entire home/apt";1
"1327";"Spectacular Penthouse in front of the Cathedral";3451296;"Boutike";"Casco Antiguo";"Santa Cruz";37,38785;-5,99233;"Entire home/apt";238;1;151;"2022-09-10";3,2;22;127;48;"VFT/SE/08393";5,47227067367148;0;"Entire home/apt";1
"1328";"Habitacion cerca de Plaza España";76499655;"Jose";"Sur";"Tiro de Línea, Santa Genoveva";37,37112;-5,97577;"Private room";63;1;54;"2022-09-25";0,81;1;81;17;"VFT/SE/04387";4,14313472639153;0;"Private room";0
"1329";"A Home Downtown Seville. Cozy n Fresh apartment";75930376;"Pablo";"Casco Antiguo";"San Bartolomé";37,38934;-5,98977;"Entire home/apt";82;2;214;"2022-09-21";3,23;1;149;28;"VTF/SE/1880";4,40671924726425;0,693147180559945;"Entire home/apt";1
"1330";"Fibesevilla, aeropuerto. Alquiler habitaciones.";119836663;"Antonio";"Este - Alcosa - Torreblanca";"no asignado";37,40842;-5,93652;"Private room";84;1;46;"2019-07-06";0,69;2;0;0;"VFT/SE/04246";4,43081679884331;0;"Private room";0
"1331";"Champion Duplex Terrace  with Garage 6 pax";860055;"Maria";"Casco Antiguo";"Arenal";37,38461;-5,99813;"Entire home/apt";169;3;72;"2022-08-11";1,12;23;237;9;"VFT/SE/01987";5,12989871492307;1,09861228866811;"Entire home/apt";1
"1332";"Apartamento nuevo en Alameda de Hércules.";124893561;"Salud";"Casco Antiguo";"San Gil";37,4007;-5,99391;"Entire home/apt";81;2;352;"2022-08-28";5,3;1;80;57;"VFT/SE/02746";4,39444915467244;0,693147180559945;"Entire home/apt";1
"1333";"Cathedral & swimming pool apartment 1";4653961;"Rocio Y Daniel";"Casco Antiguo";"Arenal";37,38427;-5,99444;"Entire home/apt";142;3;49;"2022-08-11";0,74;27;59;20;"A / SE / 00227";4,95582705760126;1,09861228866811;"Entire home/apt";1
"1334";"Habitación y cuarto de baño completo privados";37218249;"Joaquin";"San Pablo - Santa Justa";"San José Obrero";37,39324;-5,98028;"Private room";89;2;24;"2022-06-06";0,36;2;365;3;"VFT/SE/04573";4,48863636973214;0,693147180559945;"Private room";0
"1335";"Rooftop maisonette with huge terrace in the center";125230171;"Matthias";"Casco Antiguo";"Alfalfa";37,39032;-5,99454;"Entire home/apt";132;2;196;"2022-09-25";2,99;1;173;86;"VFT/SE/05641";4,88280192258637;0,693147180559945;"Entire home/apt";1
"1336";"Habitación privada con cama de matriminio";37218249;"Joaquin";"Nervión";"an Roque";37,39168;-5,98025;"Private room";57;2;32;"2021-11-08";0,53;2;180;6;"VFT/SE/04573";4,04305126783455;0,693147180559945;"Private room";0
"1337";"LUXURIOUS, QUIET & CENTRAL APARTMENT";125489819;"Enrique";"Casco Antiguo";"Museo";37,38868;-6,00098;"Entire home/apt";73;2;241;"2022-09-18";3,63;1;128;64;"VFT/SE/02130";4,29045944114839;0,693147180559945;"Entire home/apt";1
"1338";"Cathedral & Swimming Pool apartment 2";4653961;"Rocio Y Daniel";"Casco Antiguo";"Arenal";37,38427;-5,99444;"Entire home/apt";168;3;76;"2022-08-29";1,16;27;70;28;"A / SE / 00227";5,12396397940326;1,09861228866811;"Entire home/apt";1
"1339";"Apartment in Center Town of Sevilla (Sierpes Str.)";123193818;"María José";"Casco Antiguo";"Alfalfa";37,38974;-5,99336;"Entire home/apt";78;3;28;"2022-08-10";0,42;1;271;7;"VFT/SE/02036";4,35670882668959;1,09861228866811;"Entire home/apt";1
"1340";"Cathedral & Swimming Pool apartment 3";4653961;"Rocio Y Daniel";"Casco Antiguo";"Arenal";37,38427;-5,99444;"Entire home/apt";172;3;112;"2022-09-07";1,7;27;72;31;"A / SE / 00227";5,14749447681345;1,09861228866811;"Entire home/apt";1
"1341";"Cathedral & Swimming Pool apartment 4";4653961;"Rocio Y Daniel";"Casco Antiguo";"Arenal";37,38427;-5,99444;"Entire home/apt";177;3;106;"2022-09-14";1,61;27;80;31;"A / SE / 00227";5,17614973257383;1,09861228866811;"Entire home/apt";1
"1342";"Precioso loft de lujo en centro histórico";21460728;"Antonio";"Casco Antiguo";"Feria";37,39503;-5,98856;"Entire home/apt";83;3;78;"2022-09-25";1,27;1;64;33;"VFT/SE/03209";4,4188406077966;1,09861228866811;"Entire home/apt";1
"1343";"En el corazón de Sevilla VFT/SE/00462 1º";121511813;"Maria Jose";"Casco Antiguo";"Alfalfa";37,38854;-5,9911;"Entire home/apt";79;2;69;"2022-06-08";1,05;2;286;26;"VFT /SE/00462";4,36944785246702;0,693147180559945;"Entire home/apt";1
"1344";"habitacion al lado de la feria";29022702;"Carmen";"Los Remedios";"Los Remedios";37,37333;-5,99449;"Private room";64;1;41;"2022-09-25";0,84;3;365;19;"CTC-2018186538";4,15888308335967;0;"Private room";0
"1345";"2 GIRALDA 10""pie. Triana/centro 2 pax económica.";84152128;"Inmaculada";"Triana";"Triana Este";37,38131;-6,00264;"Private room";48;1;404;"2022-09-08";6,14;3;85;107;"Registrado";3,87120101090789;0;"Private room";0
